1,2024-01-19 00:00:00,83,category_3
1,2024-01-19 00:08:00,53,category_3
1,2024-01-19 00:06:00,70,category_0
1,2024-01-19 00:09:00,45,category_5
1,2024-01-19 00:04:00,44,category_4
1,2024-01-19 00:25:00,39,category_9
1,2024-01-19 00:42:00,22,category_2
1,2024-01-19 01:03:00,80,category_0
2,2024-01-12 00:00:00,15,category_5
2,2024-01-12 00:07:00,9,category_9
2,2024-01-12 00:08:00,72,category_2
2,2024-01-12 00:21:00,81,category_1
2,2024-01-12 00:32:00,68,category_8
2,2024-01-12 00:05:00,95,category_5
2,2024-01-12 00:36:00,59,category_9
2,2024-01-12 00:56:00,17,category_7
2,2024-01-12 00:40:00,49,category_9
2,2024-01-12 00:36:00,37,category_7
3,2024-01-19 00:00:00,46,category_6
3,2024-01-19 00:03:00,9,category_9
3,2024-01-19 00:02:00,27,category_7
3,2024-01-19 00:03:00,61,category_1
3,2024-01-19 00:20:00,60,category_0
3,2024-01-19 00:30:00,33,category_3
3,2024-01-19 00:18:00,21,category_1
3,2024-01-19 01:03:00,14,category_4
3,2024-01-19 00:40:00,4,category_4
3,2024-01-19 01:12:00,65,category_5
3,2024-01-19 00:10:00,50,category_0
3,2024-01-19 00:55:00,25,category_5
4,2024-01-26 00:00:00,34,category_4
4,2024-01-26 00:05:00,30,category_0
5,2024-01-16 00:00:00,19,category_9
5,2024-01-16 00:06:00,87,category_7
5,2024-01-16 00:06:00,90,category_0
5,2024-01-16 00:03:00,81,category_1
5,2024-01-16 00:16:00,5,category_5
5,2024-01-16 00:45:00,14,category_4
5,2024-01-16 00:18:00,21,category_1
5,2024-01-16 01:03:00,97,category_7
5,2024-01-16 00:56:00,27,category_7
5,2024-01-16 00:36:00,13,category_3
5,2024-01-16 00:30:00,58,category_8
5,2024-01-16 00:55:00,63,category_3
5,2024-01-16 01:00:00,26,category_6
5,2024-01-16 00:39:00,79,category_9
5,2024-01-16 02:06:00,54,category_4
6,2024-01-16 00:00:00,50,category_0
6,2024-01-16 00:06:00,96,category_6
6,2024-01-16 00:16:00,1,category_1
6,2024-01-16 00:15:00,23,category_3
6,2024-01-16 00:32:00,31,category_1
7,2024-01-28 00:00:00,87,category_7
7,2024-01-28 00:06:00,38,category_8
7,2024-01-28 00:04:00,85,category_5
7,2024-01-28 00:06:00,23,category_3
7,2024-01-28 00:08:00,35,category_5
8,2024-01-25 00:00:00,44,category_4
8,2024-01-25 00:07:00,36,category_6
8,2024-01-25 00:12:00,90,category_0
9,2024-01-15 00:00:00,26,category_6
9,2024-01-15 00:06:00,89,category_9
9,2024-01-15 00:14:00,64,category_4
9,2024-01-15 00:09:00,91,category_1
9,2024-01-15 00:04:00,72,category_2
9,2024-01-15 00:25:00,15,category_5
9,2024-01-15 00:12:00,46,category_6
9,2024-01-15 00:35:00,57,category_7
9,2024-01-15 01:04:00,22,category_2
9,2024-01-15 01:21:00,73,category_3
9,2024-01-15 00:20:00,90,category_0
9,2024-01-15 00:33:00,44,category_4
9,2024-01-15 00:36:00,78,category_8
10,2024-01-12 00:00:00,90,category_0
10,2024-01-12 00:04:00,47,category_7
10,2024-01-12 00:10:00,20,category_0
10,2024-01-12 00:24:00,2,category_2
10,2024-01-12 00:20:00,8,category_8
10,2024-01-12 00:40:00,0,category_0
10,2024-01-12 00:06:00,74,category_4
10,2024-01-12 01:03:00,81,category_1
10,2024-01-12 00:48:00,89,category_9
11,2024-01-01 00:00:00,30,category_0
11,2024-01-01 00:07:00,4,category_4
11,2024-01-01 00:04:00,74,category_4
11,2024-01-01 00:21:00,43,category_3
11,2024-01-01 00:32:00,80,category_0
11,2024-01-01 00:05:00,9,category_9
11,2024-01-01 00:54:00,57,category_7
11,2024-01-01 00:49:00,11,category_1
11,2024-01-01 00:24:00,41,category_1
11,2024-01-01 01:12:00,10,category_0
11,2024-01-01 01:10:00,44,category_4
11,2024-01-01 01:28:00,26,category_6
12,2024-01-21 00:00:00,14,category_4
12,2024-01-21 00:01:00,95,category_5
12,2024-01-21 00:10:00,69,category_9
12,2024-01-21 00:06:00,81,category_1
12,2024-01-21 00:24:00,63,category_3
12,2024-01-21 00:05:00,2,category_2
12,2024-01-21 00:18:00,27,category_7
12,2024-01-21 00:35:00,41,category_1
12,2024-01-21 00:32:00,79,category_9
12,2024-01-21 00:27:00,44,category_4
12,2024-01-21 00:50:00,74,category_4
12,2024-01-21 01:28:00,88,category_8
12,2024-01-21 00:48:00,57,category_7
12,2024-01-21 00:13:00,78,category_8
12,2024-01-21 01:38:00,64,category_4
12,2024-01-21 02:00:00,98,category_8
13,2024-01-25 00:00:00,12,category_2
13,2024-01-25 00:01:00,75,category_5
13,2024-01-25 00:04:00,45,category_5
14,2024-01-02 00:00:00,50,category_0
14,2024-01-02 00:06:00,89,category_9
14,2024-01-02 00:16:00,20,category_0
14,2024-01-02 00:15:00,43,category_3
14,2024-01-02 00:08:00,26,category_6
14,2024-01-02 00:30:00,0,category_0
14,2024-01-02 00:30:00,90,category_0
14,2024-01-02 00:35:00,21,category_1
14,2024-01-02 00:08:00,18,category_8
14,2024-01-02 00:18:00,41,category_1
14,2024-01-02 01:20:00,51,category_1
14,2024-01-02 00:33:00,30,category_0
14,2024-01-02 00:36:00,66,category_6
14,2024-01-02 01:44:00,32,category_2
15,2024-01-02 00:00:00,8,category_8
15,2024-01-02 00:04:00,15,category_5
15,2024-01-02 00:02:00,77,category_7
15,2024-01-02 00:09:00,82,category_2
15,2024-01-02 00:36:00,7,category_7
15,2024-01-02 00:35:00,51,category_1
15,2024-01-02 00:42:00,73,category_3
15,2024-01-02 00:28:00,75,category_5
15,2024-01-02 00:16:00,20,category_0
16,2024-01-09 00:00:00,15,category_5
16,2024-01-09 00:04:00,54,category_4
16,2024-01-09 00:12:00,4,category_4
16,2024-01-09 00:21:00,47,category_7
16,2024-01-09 00:08:00,9,category_9
16,2024-01-09 00:30:00,44,category_4
16,2024-01-09 00:42:00,39,category_9
16,2024-01-09 00:14:00,27,category_7
16,2024-01-09 00:16:00,32,category_2
16,2024-01-09 01:03:00,38,category_8
16,2024-01-09 00:10:00,3,category_3
16,2024-01-09 01:28:00,50,category_0
17,2024-01-10 00:00:00,26,category_6
17,2024-01-10 00:07:00,89,category_9
17,2024-01-10 00:10:00,58,category_8
17,2024-01-10 00:15:00,70,category_0
18,2024-01-02 00:00:00,3,category_3
18,2024-01-02 00:07:00,53,category_3
18,2024-01-02 00:14:00,21,category_1
18,2024-01-02 00:06:00,2,category_2
18,2024-01-02 00:08:00,84,category_4
18,2024-01-02 00:05:00,18,category_8
18,2024-01-02 00:48:00,82,category_2
18,2024-01-02 00:56:00,20,category_0
18,2024-01-02 00:08:00,41,category_1
18,2024-01-02 01:12:00,37,category_7
18,2024-01-02 01:30:00,94,category_4
18,2024-01-02 00:44:00,70,category_0
18,2024-01-02 00:12:00,50,category_0
18,2024-01-02 00:13:00,33,category_3
18,2024-01-02 00:42:00,74,category_4
18,2024-01-02 01:15:00,95,category_5
19,2024-01-16 00:00:00,75,category_5
19,2024-01-16 00:02:00,84,category_4
19,2024-01-16 00:04:00,50,category_0
19,2024-01-16 00:03:00,6,category_6
19,2024-01-16 00:16:00,49,category_9
19,2024-01-16 00:45:00,29,category_9
19,2024-01-16 00:42:00,95,category_5
19,2024-01-16 00:49:00,52,category_2
19,2024-01-16 00:56:00,16,category_6
19,2024-01-16 01:12:00,21,category_1
20,2024-01-03 00:00:00,15,category_5
20,2024-01-03 00:06:00,26,category_6
20,2024-01-03 00:04:00,11,category_1
20,2024-01-03 00:21:00,52,category_2
20,2024-01-03 00:08:00,69,category_9
20,2024-01-03 00:30:00,66,category_6
20,2024-01-03 00:06:00,56,category_6
20,2024-01-03 00:21:00,60,category_0
20,2024-01-03 00:16:00,29,category_9
20,2024-01-03 01:03:00,40,category_0
20,2024-01-03 00:40:00,80,category_0
21,2024-01-04 00:00:00,98,category_8
21,2024-01-04 00:04:00,47,category_7
21,2024-01-04 00:08:00,52,category_2
21,2024-01-04 00:06:00,60,category_0
21,2024-01-04 00:24:00,86,category_6
21,2024-01-04 00:10:00,80,category_0
21,2024-01-04 00:42:00,68,category_8
21,2024-01-04 00:21:00,73,category_3
21,2024-01-04 00:24:00,72,category_2
21,2024-01-04 00:45:00,63,category_3
21,2024-01-04 00:30:00,59,category_9
21,2024-01-04 00:22:00,50,category_0
21,2024-01-04 01:48:00,12,category_2
21,2024-01-04 00:26:00,44,category_4
22,2024-01-13 00:00:00,19,category_9
22,2024-01-13 00:08:00,5,category_5
22,2024-01-13 00:06:00,40,category_0
22,2024-01-13 00:24:00,21,category_1
22,2024-01-13 00:04:00,29,category_9
22,2024-01-13 00:25:00,71,category_1
22,2024-01-13 00:24:00,24,category_4
22,2024-01-13 00:35:00,83,category_3
22,2024-01-13 01:04:00,91,category_1
22,2024-01-13 00:36:00,58,category_8
22,2024-01-13 00:40:00,2,category_2
22,2024-01-13 00:33:00,47,category_7
22,2024-01-13 01:24:00,73,category_3
22,2024-01-13 00:39:00,11,category_1
22,2024-01-13 00:42:00,41,category_1
22,2024-01-13 01:15:00,14,category_4
22,2024-01-13 01:20:00,32,category_2
22,2024-01-13 01:42:00,18,category_8
22,2024-01-13 02:24:00,75,category_5
23,2024-01-05 00:00:00,8,category_8
23,2024-01-05 00:08:00,23,category_3
23,2024-01-05 00:02:00,46,category_6
23,2024-01-05 00:15:00,18,category_8
23,2024-01-05 00:12:00,3,category_3
23,2024-01-05 00:05:00,83,category_3
23,2024-01-05 00:24:00,97,category_7
24,2024-01-11 00:00:00,32,category_2
24,2024-01-11 00:06:00,7,category_7
24,2024-01-11 00:12:00,51,category_1
24,2024-01-11 00:03:00,84,category_4
24,2024-01-11 00:12:00,1,category_1
24,2024-01-11 00:25:00,70,category_0
24,2024-01-11 00:18:00,27,category_7
24,2024-01-11 00:21:00,93,category_3
24,2024-01-11 00:24:00,4,category_4
24,2024-01-11 00:45:00,95,category_5
24,2024-01-11 00:50:00,75,category_5
24,2024-01-11 00:44:00,94,category_4
25,2024-01-25 00:00:00,7,category_7
25,2024-01-25 00:02:00,39,category_9
25,2024-01-25 00:06:00,80,category_0
25,2024-01-25 00:21:00,71,category_1
25,2024-01-25 00:24:00,94,category_4
25,2024-01-25 00:40:00,88,category_8
25,2024-01-25 00:48:00,70,category_0
25,2024-01-25 00:42:00,12,category_2
25,2024-01-25 00:24:00,82,category_2
25,2024-01-25 00:27:00,37,category_7
25,2024-01-25 00:10:00,51,category_1
26,2024-01-30 00:00:00,16,category_6
26,2024-01-30 00:03:00,83,category_3
26,2024-01-30 00:18:00,76,category_6
26,2024-01-30 00:12:00,33,category_3
26,2024-01-30 00:24:00,69,category_9
26,2024-01-30 00:10:00,93,category_3
26,2024-01-30 00:36:00,52,category_2
26,2024-01-30 00:21:00,82,category_2
27,2024-01-28 00:00:00,44,category_4
27,2024-01-28 00:07:00,53,category_3
27,2024-01-28 00:18:00,4,category_4
27,2024-01-28 00:21:00,25,category_5
27,2024-01-28 00:36:00,69,category_9
27,2024-01-28 00:15:00,64,category_4
27,2024-01-28 00:24:00,41,category_1
27,2024-01-28 00:56:00,18,category_8
27,2024-01-28 00:48:00,99,category_9
27,2024-01-28 00:45:00,80,category_0
27,2024-01-28 00:40:00,6,category_6
27,2024-01-28 01:28:00,28,category_8
28,2024-01-16 00:00:00,41,category_1
28,2024-01-16 00:08:00,82,category_2
28,2024-01-16 00:02:00,50,category_0
28,2024-01-16 00:18:00,64,category_4
28,2024-01-16 00:04:00,71,category_1
28,2024-01-16 00:05:00,95,category_5
28,2024-01-16 00:48:00,69,category_9
28,2024-01-16 00:28:00,4,category_4
28,2024-01-16 00:08:00,26,category_6
28,2024-01-16 01:03:00,24,category_4
29,2024-01-25 00:00:00,33,category_3
29,2024-01-25 00:08:00,88,category_8
29,2024-01-25 00:18:00,62,category_2
29,2024-01-25 00:18:00,31,category_1
29,2024-01-25 00:20:00,83,category_3
29,2024-01-25 00:30:00,91,category_1
29,2024-01-25 00:12:00,42,category_2
29,2024-01-25 00:28:00,4,category_4
29,2024-01-25 00:24:00,25,category_5
29,2024-01-25 01:03:00,84,category_4
29,2024-01-25 01:30:00,49,category_9
29,2024-01-25 00:55:00,81,category_1
29,2024-01-25 01:12:00,74,category_4
29,2024-01-25 00:26:00,57,category_7
29,2024-01-25 00:42:00,65,category_5
29,2024-01-25 00:45:00,30,category_0
29,2024-01-25 02:24:00,15,category_5
29,2024-01-25 01:59:00,23,category_3
30,2024-01-12 00:00:00,52,category_2
30,2024-01-12 00:07:00,69,category_9
30,2024-01-12 00:08:00,57,category_7
30,2024-01-12 00:09:00,0,category_0
30,2024-01-12 00:04:00,20,category_0
30,2024-01-12 00:40:00,13,category_3
30,2024-01-12 00:18:00,65,category_5
30,2024-01-12 00:14:00,70,category_0
30,2024-01-12 00:32:00,35,category_5
30,2024-01-12 00:27:00,9,category_9
30,2024-01-12 00:10:00,11,category_1
30,2024-01-12 00:33:00,98,category_8
30,2024-01-12 00:24:00,90,category_0
30,2024-01-12 01:44:00,58,category_8
30,2024-01-12 01:24:00,24,category_4
30,2024-01-12 02:15:00,80,category_0
30,2024-01-12 02:08:00,82,category_2
31,2024-01-01 00:00:00,62,category_2
31,2024-01-01 00:08:00,66,category_6
31,2024-01-01 00:16:00,94,category_4
31,2024-01-01 00:15:00,60,category_0
31,2024-01-01 00:36:00,89,category_9
31,2024-01-01 00:05:00,42,category_2
32,2024-01-25 00:00:00,89,category_9
32,2024-01-25 00:01:00,75,category_5
32,2024-01-25 00:06:00,4,category_4
33,2024-01-03 00:00:00,92,category_2
33,2024-01-03 00:03:00,93,category_3
33,2024-01-03 00:12:00,29,category_9
34,2024-01-02 00:00:00,82,category_2
34,2024-01-02 00:05:00,23,category_3
34,2024-01-02 00:12:00,48,category_8
34,2024-01-02 00:18:00,73,category_3
34,2024-01-02 00:24:00,60,category_0
34,2024-01-02 00:10:00,78,category_8
34,2024-01-02 00:18:00,62,category_2
34,2024-01-02 00:42:00,30,category_0
34,2024-01-02 01:04:00,72,category_2
34,2024-01-02 00:09:00,88,category_8
34,2024-01-02 00:10:00,84,category_4
34,2024-01-02 00:22:00,17,category_7
35,2024-01-24 00:00:00,88,category_8
35,2024-01-24 00:04:00,90,category_0
35,2024-01-24 00:10:00,82,category_2
35,2024-01-24 00:24:00,50,category_0
35,2024-01-24 00:12:00,53,category_3
35,2024-01-24 00:25:00,97,category_7
35,2024-01-24 00:18:00,4,category_4
35,2024-01-24 00:21:00,14,category_4
35,2024-01-24 00:24:00,56,category_6
35,2024-01-24 01:03:00,83,category_3
35,2024-01-24 01:10:00,11,category_1
35,2024-01-24 01:17:00,86,category_6
35,2024-01-24 01:36:00,49,category_9
36,2024-01-24 00:00:00,25,category_5
36,2024-01-24 00:08:00,41,category_1
36,2024-01-24 00:14:00,95,category_5
36,2024-01-24 00:18:00,88,category_8
36,2024-01-24 00:04:00,69,category_9
36,2024-01-24 00:35:00,58,category_8
36,2024-01-24 00:42:00,57,category_7
36,2024-01-24 01:03:00,44,category_4
36,2024-01-24 00:08:00,86,category_6
36,2024-01-24 00:18:00,81,category_1
36,2024-01-24 01:30:00,49,category_9
36,2024-01-24 01:39:00,42,category_2
36,2024-01-24 01:12:00,63,category_3
36,2024-01-24 01:18:00,31,category_1
36,2024-01-24 00:56:00,17,category_7
37,2024-01-24 00:00:00,27,category_7
37,2024-01-24 00:08:00,37,category_7
37,2024-01-24 00:04:00,87,category_7
37,2024-01-24 00:27:00,35,category_5
38,2024-01-25 00:00:00,22,category_2
38,2024-01-25 00:09:00,13,category_3
38,2024-01-25 00:06:00,4,category_4
38,2024-01-25 00:24:00,15,category_5
38,2024-01-25 00:04:00,7,category_7
38,2024-01-25 00:45:00,44,category_4
38,2024-01-25 00:54:00,10,category_0
38,2024-01-25 00:14:00,55,category_5
38,2024-01-25 00:32:00,30,category_0
38,2024-01-25 01:12:00,17,category_7
38,2024-01-25 01:10:00,11,category_1
39,2024-01-23 00:00:00,30,category_0
39,2024-01-23 00:05:00,54,category_4
39,2024-01-23 00:08:00,25,category_5
39,2024-01-23 00:03:00,97,category_7
39,2024-01-23 00:28:00,85,category_5
39,2024-01-23 00:05:00,83,category_3
39,2024-01-23 00:06:00,28,category_8
39,2024-01-23 00:35:00,19,category_9
39,2024-01-23 01:12:00,22,category_2
39,2024-01-23 00:54:00,70,category_0
39,2024-01-23 00:30:00,44,category_4
39,2024-01-23 00:33:00,24,category_4
39,2024-01-23 01:24:00,11,category_1
39,2024-01-23 01:18:00,26,category_6
39,2024-01-23 02:06:00,84,category_4
39,2024-01-23 01:30:00,89,category_9
40,2024-01-21 00:00:00,54,category_4
40,2024-01-21 00:08:00,13,category_3
40,2024-01-21 00:04:00,3,category_3
40,2024-01-21 00:09:00,63,category_3
40,2024-01-21 00:08:00,73,category_3
40,2024-01-21 00:40:00,80,category_0
